VoteKit PreferenceProfile
Candidates
(Zohran Kwame Mamdani:Zo),(overvote:ov),(Jessica Ramos:Je),(Write-in:Wr),(Paperboy Love Prince:Pa),(Michael Blake:Mi),(Zellnor Myrie:Ze),(Whitney R. Tilson:Wh),(Brad Lander:Br),(Andrew M. Cuomo:An),(Selma K. Bartholomew:Se),(Adrienne E. Adams:Ad),(Scott M. Stringer:Sc)
Max Ranking Length
5
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,&,Weight,&
&,{'Ad'},{'Ze'},{'Wh'},{'Sc'},{'Je'},&,1/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Sc'},{'Mi'},&,2/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Sc'},{'Zo'},&,1/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Se'},{'Sc'},&,1/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Wr'},{'Br'},&,1/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Zo'},{'An'},&,2/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Zo'},{'Pa'},&,1/1,&
&,{'Ad'},{'Ze'},{'Wh'},{'Zo'},{'Sc'},&,4/1,&
&,{'Ad'},{'Ze'},{'Wh'},,,&,12/1,&
&,{'Ad'},{'Ze'},{'Wr'},{'Je'},{'Br'},&,1/1,&
&,{'Ad'},{'Ze'},{'Wr'},{'Se'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Wr'},,,&,4/1,&
&,{'Ad'},{'Ze'},{'An'},,,&,1/1,&
&,{'Ad'},{'Ze'},{'Je'},{'Zo'},,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Br'},&,16/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Je'},&,5/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Mi'},&,4/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Pa'},&,5/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Sc'},&,14/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Se'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},{'Wh'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},,&,14/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'An'},&,21/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Je'},&,15/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Mi'},&,38/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Pa'},&,8/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Sc'},&,62/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Se'},&,4/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Wh'},&,3/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},{'Wr'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},,&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},,&,38/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'An'},&,8/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'Br'},&,10/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'Mi'},&,3/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'Pa'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'Sc'},&,4/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'Se'},&,3/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},{'Wh'},&,3/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Je'},,&,5/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'An'},&,9/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Br'},&,33/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Je'},&,6/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Pa'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Sc'},&,9/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Se'},&,5/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Wh'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},{'Wr'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Mi'},,&,15/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Pa'},{'Br'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Pa'},{'Je'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Pa'},{'Mi'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Pa'},{'Sc'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Pa'},,&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'An'},&,20/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Br'},&,34/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Je'},&,8/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Mi'},&,11/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Pa'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Se'},&,3/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Wh'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},{'Wr'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Sc'},,&,13/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},{'An'},&,4/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},{'Je'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},{'Mi'},&,3/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},{'Pa'},&,5/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},{'Sc'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},{'Wh'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Se'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Wh'},{'An'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Wh'},{'Je'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Wh'},{'Pa'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Wh'},{'Se'},&,2/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Wh'},{'Wr'},&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Wh'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},,,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'An'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},,,&,112/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},{'An'},{'Zo'},,&,2/1,&
&,{'Ad'},{'Ze'},{'Br'},{'Zo'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Br'},,,&,1/1,&
&,{'Ad'},{'Ze'},{'Mi'},{'An'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Mi'},{'Sc'},,&,2/1,&
&,{'Ad'},{'Ze'},{'Se'},{'Br'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Se'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Ze'},{'Se'},,,&,1/1,&
&,{'Ad'},{'Ze'},{'Zo'},{'Br'},,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},{'An'},,,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,1/1,&
&,{'Ad'},{'Ze'},,,,&,272/1,&
&,{'Ad'},{'Zo'},,,,&,7/1,&
&,{'Ad'},{'Zo'},,,,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Pa'},{'An'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Sc'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Sc'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Wr'},,,&,1/1,&
&,{'Ad'},{'Zo'},,,,&,1/1,&
&,{'Ad'},{'Zo'},{'Pa'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Sc'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Se'},,,&,1/1,&
&,{'Ad'},{'Zo'},,,,&,3/1,&
&,{'Ad'},{'Zo'},{'An'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},,&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Je'},&,32/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Mi'},&,15/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Pa'},&,12/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Sc'},&,80/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Se'},&,4/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Wh'},&,4/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},{'Ze'},&,38/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},,&,40/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Br'},&,9/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Mi'},&,10/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Pa'},&,8/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Sc'},&,12/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Se'},&,4/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Wh'},&,8/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},{'Ze'},&,6/1,&
&,{'Ad'},{'Zo'},{'An'},{'Je'},,&,4/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},,&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Br'},&,27/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Je'},&,8/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Pa'},&,6/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Sc'},&,9/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Se'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Wh'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Wr'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},{'Ze'},&,18/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},,&,10/1,&
&,{'Ad'},{'Zo'},{'An'},{'Pa'},{'Br'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Pa'},{'Je'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Pa'},{'Mi'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Pa'},{'Sc'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Pa'},{'Wr'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Pa'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Br'},&,40/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Je'},&,23/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Mi'},&,18/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Pa'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Se'},&,7/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Wh'},&,6/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Wr'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},{'Ze'},&,11/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},,&,16/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Br'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Je'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Mi'},&,7/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Pa'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Sc'},&,5/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Wh'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Wr'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},{'Ze'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Se'},,&,4/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},{'Br'},&,5/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},{'Je'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},{'Mi'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},{'Sc'},&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},{'Se'},&,5/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},{'Ze'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wh'},,&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wr'},{'Pa'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Wr'},,&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Br'},&,29/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Je'},&,12/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Mi'},&,17/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Pa'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Sc'},&,29/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Se'},&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},{'Wh'},&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Ze'},,&,16/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},,&,3/1,&
&,{'Ad'},{'Zo'},{'An'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},{'Br'},,&,2/1,&
&,{'Ad'},{'Zo'},{'An'},{'Mi'},,&,3/1,&
&,{'Ad'},{'Zo'},{'An'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'An'},,,&,236/1,&
&,{'Ad'},{'Zo'},{'Br'},,,&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Je'},&,7/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Mi'},&,13/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Pa'},&,5/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Sc'},&,47/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Se'},&,7/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Wh'},&,3/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Wr'},&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},{'Ze'},&,14/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},,&,56/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'An'},&,15/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Mi'},&,13/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Pa'},&,5/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Sc'},&,41/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Se'},&,16/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Wh'},&,9/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Wr'},&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},{'Ze'},&,43/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},,&,26/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'An'},&,13/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Je'},&,16/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Pa'},&,10/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Sc'},&,55/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Se'},&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Wh'},&,3/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Wr'},&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},{'Ze'},&,107/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Mi'},,&,50/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},{'An'},&,8/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},{'Je'},&,9/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},{'Mi'},&,3/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},{'Se'},&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},{'Ze'},&,6/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},,&,12/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'An'},&,82/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Je'},&,64/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Mi'},&,71/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Pa'},&,19/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Se'},&,32/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Wh'},&,18/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Wr'},&,3/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},{'Ze'},&,240/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,121/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'An'},&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'Je'},&,13/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'Mi'},&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'Pa'},&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'Sc'},&,8/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'Wh'},&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},{'Ze'},&,12/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Se'},,&,5/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'An'},&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'Je'},&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'Mi'},&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'Pa'},&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'Sc'},&,6/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'Se'},&,3/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},{'Ze'},&,6/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wh'},,&,5/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wr'},{'Pa'},&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wr'},{'Sc'},&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Wr'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'An'},&,42/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Je'},&,82/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Mi'},&,252/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Pa'},&,28/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Sc'},&,232/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Se'},&,20/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Wh'},&,11/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},{'Wr'},&,4/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Ze'},,&,143/1,&
&,{'Ad'},{'Zo'},{'Br'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'An'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Je'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Pa'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},{'Sc'},,&,2/1,&
&,{'Ad'},{'Zo'},{'Br'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Br'},,,&,434/1,&
&,{'Ad'},{'Zo'},{'Je'},,,&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},{'Br'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},{'Mi'},&,2/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},{'Sc'},&,5/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},{'Se'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},{'Wh'},&,2/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},{'Ze'},&,2/1,&
&,{'Ad'},{'Zo'},{'Je'},{'An'},,&,4/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'An'},&,15/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'Mi'},&,6/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'Pa'},&,4/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'Sc'},&,22/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'Se'},&,4/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'Wh'},&,5/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},{'Ze'},&,15/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Br'},,&,9/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'An'},&,6/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'Br'},&,11/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'Pa'},&,3/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'Sc'},&,6/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'Se'},&,5/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'Wh'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},{'Ze'},&,10/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Mi'},,&,10/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Pa'},{'An'},&,2/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Pa'},{'Br'},&,2/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Pa'},{'Mi'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Pa'},{'Sc'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Pa'},{'Wh'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Pa'},{'Ze'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'An'},&,3/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'Br'},&,9/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'Mi'},&,8/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'Pa'},&,3/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'Se'},&,7/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'Wh'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},{'Ze'},&,6/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Sc'},,&,3/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'An'},&,4/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Br'},&,2/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Mi'},&,7/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Pa'},&,5/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Sc'},&,6/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},,&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Wh'},&,6/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Wr'},&,1/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},{'Ze'},&,3/1,&
&,{'Ad'},{'Zo'},{'Je'},{'Se'},,&,1/1,&
