VoteKit RankProfile
Candidates
(Terrence Hayes:Terren),(Cayle Tern:Cayle ),(Michael (Mike) Sands:Michae),(Thomas Shervey:Thomas),(Loretta Smith:Lorett),(Noah Ernst:Noah E),(Deian Salazar:Deian ),(Joe Furi:Joe Fu),(Peggy Sue Owens:Peggy ),(Jamie Dunphy:Jamie ),(Joe Allen:Joe Al),(Timur Ender:Timur ),(David Linn:David ),(Steph Routh:Steph ),(Doug Clove:Doug C),(Candace Avalos:Candac)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Ranking_6,&,Weight,&
{'Lorett'},{'Michae'},{'Steph '},,,,&,1.0,&
{'David '},{'Cayle '},,,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Joe Fu'},,,,,,&,1.0,&
{'Cayle '},{'Timur '},{'Candac'},{'Joe Al'},{'David '},,&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'David '},,,,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Lorett'},{'David '},{'Terren'},&,1.0,&
{'Noah E'},{'Joe Fu'},{'Lorett'},{'Doug C'},,,&,1.0,&
{'Noah E'},{'Joe Fu'},{'Lorett'},{'Doug C'},,,&,1.0,&
{'Timur '},{'Michae'},{'Jamie '},{'Terren'},{'Steph '},{'Lorett'},&,1.0,&
{'Doug C'},,,,,,&,1.0,&
{'Jamie '},{'Lorett'},{'Candac'},{'Cayle '},{'Deian '},{'Terren'},&,1.0,&
{'Jamie '},{'Lorett'},{'Candac'},{'Cayle '},{'Deian '},{'Terren'},&,1.0,&
{'Timur '},{'Candac'},{'Terren'},{'Jamie '},{'Noah E'},{'Cayle '},&,1.0,&
{'Noah E'},{'Terren'},{'Thomas'},{'Lorett'},{'Deian '},{'Steph '},&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Cayle '},,,&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},{'Candac'},,,&,1.0,&
{'Timur '},{'Noah E'},{'Terren'},{'Lorett'},{'Jamie '},{'Candac'},&,1.0,&
{'Lorett'},{'Timur '},{'Jamie '},,,,&,1.0,&
{'Steph '},{'Candac'},{'Jamie '},,,,&,1.0,&
{'David '},{'Doug C'},{'Terren'},{'Jamie '},,,&,1.0,&
{'David '},{'Doug C'},{'Terren'},{'Jamie '},,,&,1.0,&
{'Timur '},{'Jamie '},{'Candac'},{'Steph '},,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Candac'},{'Jamie '},{'Lorett'},{'Terren'},,,&,1.0,&
{'Steph '},{'Lorett'},{'Timur '},{'Candac'},{'David '},{'Jamie '},&,1.0,&
{'Terren'},{'Lorett'},{'Candac'},{'Timur '},{'Steph '},{'Jamie '},&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},,,,&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},,,,&,1.0,&
{'Doug C'},{'Joe Al'},{'Timur '},,,,&,1.0,&
{'Candac'},{'Terren'},{'Steph '},{'Jamie '},{'Cayle '},{'Timur '},&,1.0,&
{'Jamie '},{'Steph '},{'Terren'},{'Lorett'},,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},,,,&,1.0,&
{'Terren'},{'Steph '},,,,,&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},,,,&,1.0,&
{'Jamie '},{'Joe Al'},{'Deian '},{'Candac'},{'Peggy '},{'Noah E'},&,1.0,&
{'Terren'},{'Lorett'},,,,,&,1.0,&
{'Terren'},{'Lorett'},,,,,&,1.0,&
{'Deian '},{'Noah E'},{'Doug C'},{'Terren'},{'Lorett'},{'Jamie '},&,1.0,&
{'Terren'},{'Lorett'},,,,,&,1.0,&
{'Joe Al'},{'Michae'},{'Noah E'},{'Doug C'},{'Lorett'},,&,1.0,&
{'Doug C'},{'Jamie '},{'Candac'},,,,&,1.0,&
{'Jamie '},{'David '},{'Peggy '},{'Noah E'},{'Lorett'},{'Steph '},&,1.0,&
{'Terren'},{'Doug C'},{'Candac'},{'Lorett'},{'Jamie '},{'Noah E'},&,1.0,&
{'Steph '},{'Noah E'},{'Candac'},{'Michae'},{'Lorett'},{'Jamie '},&,1.0,&
{'Lorett'},{'Jamie '},{'Steph '},,,,&,1.0,&
{'Michae'},{'David '},{'Joe Fu'},,,,&,1.0,&
{'Noah E'},{'Timur '},{'Terren'},{'Lorett'},{'Candac'},,&,1.0,&
{'Candac'},{'Steph '},,,,,&,1.0,&
{'Timur '},{'Terren'},{'Lorett'},{'Steph '},{'Jamie '},{'Candac'},&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Joe Al'},{'Michae'},{'Candac'},{'Lorett'},{'Jamie '},{'Thomas'},&,1.0,&
{'Candac'},{'Timur '},{'Jamie '},{'Steph '},{'Cayle '},,&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},{'Jamie '},{'Steph '},{'David '},&,1.0,&
{'Steph '},{'Noah E'},{'Candac'},{'Michae'},{'Lorett'},{'Jamie '},&,1.0,&
{'Lorett'},{'Jamie '},{'Steph '},,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},,,,&,1.0,&
{'Lorett'},{'Deian '},{'Terren'},{'Noah E'},,,&,1.0,&
{'Peggy '},{'Candac'},{'David '},{'Joe Fu'},{'Noah E'},{'Cayle '},&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},{'Cayle '},{'Jamie '},,&,1.0,&
{'Terren'},{'Steph '},{'Jamie '},,,,&,1.0,&
{'Timur '},{'Jamie '},{'Steph '},{'Candac'},,,&,1.0,&
{'Timur '},{'Jamie '},{'Steph '},{'Candac'},,,&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},{'Candac'},{'David '},{'Lorett'},&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},{'David '},{'Lorett'},{'Candac'},&,1.0,&
{'Lorett'},{'Timur '},{'David '},{'Steph '},{'Jamie '},{'Noah E'},&,1.0,&
{'Noah E'},{'Joe Al'},{'Thomas'},{'Michae'},{'Deian '},{'Candac'},&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Noah E'},{'David '},{'Lorett'},&,1.0,&
{'Jamie '},{'Steph '},,,,,&,1.0,&
{'Lorett'},{'Candac'},{'Thomas'},{'Doug C'},,,&,1.0,&
{'Joe Fu'},{'Terren'},{'Steph '},{'Timur '},{'Joe Al'},{'Lorett'},&,1.0,&
{'Candac'},{'Steph '},{'Lorett'},,,,&,1.0,&
{'Jamie '},{'Steph '},{'Terren'},{'Candac'},{'Timur '},{'Cayle '},&,1.0,&
{'Deian '},{'Steph '},{'Jamie '},{'David '},,,&,1.0,&
{'Steph '},{'Lorett'},{'Candac'},{'Timur '},{'Cayle '},{'Joe Fu'},&,1.0,&
{'David '},{'Doug C'},{'Terren'},{'Jamie '},,,&,1.0,&
{'Deian '},,,,,,&,1.0,&
{'Deian '},,,,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Cayle '},{'Terren'},{'Steph '},{'Deian '},{'Jamie '},{'Lorett'},&,1.0,&
{'David '},{'Thomas'},{'Terren'},{'Steph '},{'Joe Fu'},{'Doug C'},&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Terren'},{'Joe Al'},{'Jamie '},{'Timur '},{'Noah E'},{'Steph '},&,1.0,&
{'Terren'},{'Jamie '},,,,,&,1.0,&
{'Steph '},{'Lorett'},{'Jamie '},{'Terren'},{'David '},{'Joe Fu'},&,1.0,&
{'Doug C'},,,,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},,,,&,1.0,&
{'Candac'},{'Lorett'},{'Terren'},{'Cayle '},,,&,1.0,&
{'Noah E'},{'Doug C'},{'Lorett'},{'Steph '},,,&,1.0,&
{'Peggy '},,,,,,&,1.0,&
{'Lorett'},{'Candac'},{'Deian '},{'Peggy '},{'Cayle '},{'Terren'},&,1.0,&
{'Doug C'},{'Terren'},{'Steph '},{'Peggy '},{'Cayle '},{'David '},&,1.0,&
{'Jamie '},{'Terren'},{'Lorett'},{'Candac'},{'Noah E'},{'Steph '},&,1.0,&
{'Terren'},{'Steph '},{'David '},{'Michae'},{'Jamie '},{'Candac'},&,1.0,&
{'Terren'},{'Noah E'},{'Steph '},{'Candac'},,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'David '},{'Doug C'},{'Noah E'},{'Michae'},{'Thomas'},{'Steph '},&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Timur '},{'Noah E'},{'Candac'},{'Terren'},{'Lorett'},,&,1.0,&
{'Lorett'},{'Noah E'},{'David '},{'Candac'},{'Timur '},{'Thomas'},&,1.0,&
{'Noah E'},{'Peggy '},{'Joe Al'},{'Cayle '},{'Timur '},,&,1.0,&
{'Doug C'},{'Noah E'},,,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Noah E'},{'David '},{'Lorett'},&,1.0,&
{'Noah E'},{'Lorett'},,,,,&,1.0,&
{'Candac'},{'Steph '},{'Lorett'},,,,&,1.0,&
{'Terren'},{'Thomas'},{'Joe Al'},{'Doug C'},{'Joe Fu'},{'Michae'},&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Noah E'},{'Terren'},,,,,&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Noah E'},{'Terren'},,,,,&,1.0,&
{'Timur '},{'Candac'},{'Lorett'},{'Terren'},{'Jamie '},{'Noah E'},&,1.0,&
{'Jamie '},{'Steph '},{'Lorett'},{'Noah E'},{'Doug C'},{'Terren'},&,1.0,&
{'Candac'},{'Lorett'},{'Timur '},{'Steph '},{'Jamie '},,&,1.0,&
{'Joe Al'},,,,,,&,1.0,&
{'Noah E'},{'Terren'},{'Joe Fu'},{'Lorett'},{'Doug C'},,&,1.0,&
{'Steph '},{'Jamie '},{'Thomas'},{'Candac'},{'Deian '},{'Lorett'},&,1.0,&
{'Lorett'},{'Timur '},{'Candac'},{'Steph '},{'Jamie '},{'Terren'},&,1.0,&
{'Candac'},{'Cayle '},{'Lorett'},{'Steph '},{'Jamie '},{'David '},&,1.0,&
{'Michae'},{'Steph '},{'Candac'},{'Timur '},{'David '},{'Deian '},&,1.0,&
{'Steph '},{'Jamie '},{'Thomas'},{'Candac'},{'Deian '},{'Lorett'},&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Candac'},{'Cayle '},{'Jamie '},{'Timur '},,,&,1.0,&
{'Doug C'},{'Noah E'},{'David '},{'Cayle '},,,&,1.0,&
{'Lorett'},{'Thomas'},{'Joe Fu'},{'Steph '},{'Jamie '},{'David '},&,1.0,&
{'Lorett'},{'Noah E'},{'Deian '},{'Terren'},{'Steph '},{'Doug C'},&,1.0,&
{'Cayle '},{'Candac'},{'Timur '},{'Lorett'},{'Terren'},{'Steph '},&,1.0,&
{'Lorett'},{'Peggy '},{'Terren'},{'Jamie '},{'Michae'},{'Doug C'},&,1.0,&
{'Joe Al'},{'Noah E'},{'Terren'},,,,&,1.0,&
{'Lorett'},{'Jamie '},{'Joe Al'},{'Peggy '},{'Deian '},{'David '},&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Noah E'},{'Doug C'},{'Joe Fu'},,,,&,1.0,&
{'Candac'},{'Terren'},{'Noah E'},{'Steph '},{'Jamie '},{'Timur '},&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},,,&,1.0,&
{'Steph '},{'Timur '},{'Candac'},{'Terren'},{'David '},,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},,,&,1.0,&
{'Peggy '},{'Joe Fu'},{'David '},{'Lorett'},{'Candac'},{'Steph '},&,1.0,&
{'Jamie '},{'Timur '},{'Candac'},{'Lorett'},{'Steph '},{'David '},&,1.0,&
{'Deian '},{'Noah E'},{'Doug C'},{'Terren'},{'Lorett'},{'Jamie '},&,1.0,&
{'Joe Fu'},,,,,,&,1.0,&
{'Jamie '},{'Timur '},{'Candac'},{'Steph '},{'Cayle '},,&,1.0,&
{'David '},,,,,,&,1.0,&
{'Steph '},{'Candac'},{'Timur '},{'Jamie '},,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Steph '},{'Timur '},{'Candac'},{'Terren'},{'Jamie '},{'David '},&,1.0,&
{'Jamie '},,,,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Lorett'},{'Noah E'},{'Terren'},{'Steph '},,,&,1.0,&
{'Lorett'},{'Candac'},{'Terren'},{'Timur '},{'Jamie '},{'Steph '},&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Candac'},{'Timur '},{'Steph '},,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Jamie '},{'David '},{'Cayle '},&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},{'Steph '},{'Doug C'},{'Joe Fu'},&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Cayle '},{'David '},&,1.0,&
{'Doug C'},{'Deian '},{'Terren'},{'Thomas'},{'Noah E'},,&,1.0,&
{'Candac'},{'Lorett'},{'Steph '},{'Cayle '},,,&,1.0,&
{'Lorett'},{'Timur '},{'David '},{'Steph '},{'Jamie '},{'Noah E'},&,1.0,&
{'Terren'},{'Lorett'},,,,,&,1.0,&
{'Lorett'},{'Timur '},{'David '},{'Steph '},{'Jamie '},{'Noah E'},&,1.0,&
{'Terren'},{'Joe Fu'},{'Joe Al'},{'Noah E'},{'Steph '},{'Jamie '},&,1.0,&
{'Lorett'},{'Steph '},{'Jamie '},{'Candac'},{'Peggy '},{'Terren'},&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},,,,&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Noah E'},{'Doug C'},{'Joe Al'},,,,&,1.0,&
{'Timur '},,,,,,&,1.0,&
{'Noah E'},{'Timur '},{'Steph '},{'Jamie '},{'Michae'},{'Lorett'},&,1.0,&
{'Lorett'},{'Candac'},{'Steph '},{'Timur '},,,&,1.0,&
{'Lorett'},{'Steph '},,,,,&,1.0,&
{'Jamie '},{'David '},{'Cayle '},{'Deian '},{'Lorett'},{'Steph '},&,1.0,&
{'Thomas'},{'Michae'},{'David '},{'Noah E'},{'Jamie '},{'Terren'},&,1.0,&
{'Timur '},{'Candac'},{'Cayle '},{'Michae'},{'Thomas'},{'Jamie '},&,1.0,&
{'Jamie '},{'Thomas'},{'Doug C'},{'Deian '},{'David '},{'Joe Fu'},&,1.0,&
{'Timur '},{'David '},{'Michae'},{'Candac'},{'Lorett'},{'Terren'},&,1.0,&
{'Timur '},{'David '},{'Michae'},{'Candac'},{'Lorett'},{'Terren'},&,1.0,&
{'Timur '},{'David '},{'Michae'},{'Candac'},{'Lorett'},{'Terren'},&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},{'Candac'},,,&,1.0,&
{'Candac'},{'Timur '},{'Steph '},,,,&,1.0,&
{'Michae'},,,,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Doug C'},{'Deian '},,,,,&,1.0,&
{'Jamie '},{'Steph '},{'Timur '},{'Candac'},,,&,1.0,&
{'Lorett'},{'Peggy '},,,,,&,1.0,&
{'Candac'},{'Lorett'},{'Timur '},,,,&,1.0,&
{'Timur '},,,,,,&,1.0,&
{'Jamie '},{'Noah E'},{'Terren'},{'Thomas'},,,&,1.0,&
{'Lorett'},{'Jamie '},{'Steph '},{'Candac'},{'Cayle '},,&,1.0,&
{'Terren'},{'Lorett'},{'Thomas'},{'Michae'},{'Cayle '},{'Steph '},&,1.0,&
{'Jamie '},{'Candac'},{'Noah E'},,,,&,1.0,&
{'Timur '},{'Candac'},{'Lorett'},{'Jamie '},,,&,1.0,&
{'Jamie '},{'Thomas'},{'Doug C'},{'Deian '},{'David '},{'Joe Fu'},&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Noah E'},{'David '},{'Lorett'},&,1.0,&
{'Noah E'},{'Lorett'},,,,,&,1.0,&
{'Steph '},{'Jamie '},{'Candac'},{'Lorett'},{'Timur '},{'Cayle '},&,1.0,&
{'Jamie '},,,,,,&,1.0,&
{'Terren'},{'Noah E'},{'Doug C'},,,,&,1.0,&
{'Timur '},{'Candac'},{'David '},{'Cayle '},{'Michae'},{'Lorett'},&,1.0,&
{'Steph '},{'Lorett'},{'Noah E'},{'Timur '},{'Jamie '},{'Candac'},&,1.0,&
{'Jamie '},{'Lorett'},{'Cayle '},{'Candac'},{'Deian '},{'Timur '},&,1.0,&
{'Terren'},{'Noah E'},,,,,&,1.0,&
{'Candac'},{'Lorett'},{'Terren'},{'Steph '},{'Cayle '},{'Jamie '},&,1.0,&
{'Candac'},{'Lorett'},{'Terren'},{'Steph '},{'Cayle '},{'Jamie '},&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Noah E'},{'Terren'},{'Doug C'},{'Lorett'},{'Joe Al'},{'Deian '},&,1.0,&
{'Terren'},,,,,,&,1.0,&
{'Cayle '},{'David '},{'Terren'},{'Jamie '},{'Timur '},,&,1.0,&
{'Lorett'},{'Terren'},{'Noah E'},,,,&,1.0,&
{'Doug C'},{'Terren'},{'Joe Al'},{'Thomas'},{'Joe Fu'},{'Michae'},&,1.0,&
{'Doug C'},{'Terren'},{'Thomas'},{'Joe Al'},{'Joe Fu'},{'Michae'},&,1.0,&
{'Terren'},{'Timur '},{'Noah E'},{'Cayle '},{'Lorett'},{'Jamie '},&,1.0,&
{'Steph '},,,,,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Terren'},{'Noah E'},{'David '},&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},{'Steph '},,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Lorett'},{'Jamie '},,&,1.0,&
{'Candac'},{'Timur '},{'Steph '},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Timur '},{'Candac'},{'Steph '},{'Jamie '},,,&,1.0,&
{'Timur '},{'Candac'},{'Lorett'},,,,&,1.0,&
{'Peggy '},{'Lorett'},,,,,&,1.0,&
{'Doug C'},{'Terren'},{'Peggy '},{'Joe Fu'},{'Michae'},{'Candac'},&,1.0,&
{'Candac'},{'Terren'},{'David '},{'Jamie '},{'Lorett'},{'Joe Fu'},&,1.0,&
{'Steph '},,,,,,&,1.0,&
{'Lorett'},{'Candac'},{'Cayle '},{'Steph '},{'Jamie '},{'Peggy '},&,1.0,&
{'Peggy '},,,,,,&,1.0,&
{'Candac'},{'Timur '},{'Terren'},{'Deian '},{'David '},{'Lorett'},&,1.0,&
{'Jamie '},{'Candac'},{'Timur '},{'Cayle '},{'Terren'},{'Steph '},&,1.0,&
{'Timur '},{'Steph '},,,,,&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},{'Steph '},{'Jamie '},{'David '},&,1.0,&
{'Candac'},{'Timur '},{'Cayle '},,,,&,1.0,&
{'Terren'},{'Steph '},,,,,&,1.0,&
{'Steph '},{'Deian '},,,,,&,1.0,&
{'Terren'},{'Lorett'},{'David '},{'Candac'},{'Peggy '},{'Joe Al'},&,1.0,&
{'Steph '},{'Timur '},{'Jamie '},{'Candac'},{'Cayle '},{'Terren'},&,1.0,&
{'Candac'},{'Jamie '},{'Steph '},{'Lorett'},{'Terren'},,&,1.0,&
{'Lorett'},{'Michae'},{'Joe Al'},{'Noah E'},{'Thomas'},{'Jamie '},&,1.0,&
{'Cayle '},{'David '},{'Timur '},{'Steph '},{'Lorett'},{'Jamie '},&,1.0,&
{'Lorett'},{'Steph '},{'Jamie '},{'Timur '},{'Candac'},,&,1.0,&
{'Lorett'},{'Steph '},{'Jamie '},{'Candac'},{'Timur '},,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Noah E'},{'Terren'},{'Lorett'},&,1.0,&
{'Lorett'},{'Peggy '},{'Noah E'},{'Michae'},{'Terren'},{'Jamie '},&,1.0,&
{'Steph '},{'Cayle '},{'David '},,,,&,1.0,&
{'Timur '},{'Terren'},{'Lorett'},,,,&,1.0,&
{'Candac'},{'Timur '},{'Jamie '},{'Steph '},,,&,1.0,&
{'Candac'},{'Cayle '},{'Timur '},,,,&,1.0,&
{'Steph '},,,,,,&,1.0,&
{'Peggy '},{'Deian '},{'Timur '},{'Cayle '},{'Terren'},{'David '},&,1.0,&
{'Timur '},{'David '},{'Michae'},{'Lorett'},,,&,1.0,&
{'Thomas'},{'Michae'},{'Timur '},{'Doug C'},{'Cayle '},{'Joe Fu'},&,1.0,&
{'Steph '},{'Lorett'},{'Terren'},{'Timur '},{'Candac'},{'Jamie '},&,1.0,&
{'Timur '},{'Candac'},,,,,&,1.0,&
{'Noah E'},,,,,,&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Doug C'},{'Noah E'},{'Jamie '},{'Candac'},{'Timur '},{'Joe Fu'},&,1.0,&
{'Doug C'},{'Noah E'},{'Jamie '},{'Candac'},{'Timur '},{'Joe Fu'},&,1.0,&
{'Cayle '},{'Steph '},{'Michae'},{'Terren'},{'Timur '},{'Candac'},&,1.0,&
{'Candac'},{'Terren'},{'Cayle '},,,,&,1.0,&
{'Lorett'},{'Terren'},{'Doug C'},,,,&,1.0,&
{'Candac'},{'Jamie '},{'Terren'},{'Steph '},{'Timur '},{'Cayle '},&,1.0,&
{'Timur '},{'Candac'},{'Cayle '},,,,&,1.0,&
{'Timur '},{'Candac'},{'Cayle '},,,,&,1.0,&
{'Lorett'},{'Jamie '},{'David '},,,,&,1.0,&
{'Lorett'},{'Jamie '},{'David '},,,,&,1.0,&
{'Terren'},{'Doug C'},{'Lorett'},,,,&,1.0,&
{'Lorett'},,,,,,&,1.0,&
{'Terren'},{'Thomas'},{'Steph '},{'Lorett'},{'Candac'},{'David '},&,1.0,&
{'David '},{'Michae'},{'Thomas'},{'Jamie '},{'Lorett'},{'Timur '},&,1.0,&
{'Candac'},{'Timur '},{'Cayle '},{'Lorett'},{'Terren'},{'Doug C'},&,1.0,&
{'Terren'},{'Jamie '},{'Lorett'},,,,&,1.0,&
{'Candac'},{'Steph '},{'Timur '},{'Jamie '},{'Lorett'},{'Terren'},&,1.0,&
{'Lorett'},{'Steph '},{'Doug C'},{'Joe Al'},{'Noah E'},{'Joe Fu'},&,1.0,&
{'Candac'},{'Steph '},{'Timur '},,,,&,1.0,&
{'Joe Al'},{'Doug C'},{'Deian '},{'Steph '},{'Michae'},{'Joe Fu'},&,1.0,&
{'Noah E'},{'Terren'},{'Doug C'},{'Lorett'},{'Joe Al'},{'Deian '},&,1.0,&
{'Noah E'},{'Terren'},{'Doug C'},{'Lorett'},{'Joe Al'},{'Deian '},&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},{'Doug C'},{'Peggy '},{'Joe Al'},&,1.0,&
{'Noah E'},{'Terren'},{'Doug C'},{'Lorett'},{'Joe Al'},{'Deian '},&,1.0,&
{'Noah E'},{'Doug C'},{'Lorett'},{'Deian '},{'Steph '},{'Michae'},&,1.0,&
{'Steph '},{'Jamie '},{'Candac'},{'Terren'},{'Noah E'},{'Cayle '},&,1.0,&
{'Candac'},{'Lorett'},{'Terren'},,,,&,1.0,&
{'Deian '},{'Noah E'},{'Doug C'},{'Thomas'},{'Lorett'},{'Jamie '},&,1.0,&
{'Timur '},{'Lorett'},{'Cayle '},{'Jamie '},,,&,1.0,&
{'Deian '},{'Noah E'},{'Doug C'},{'Terren'},{'Lorett'},{'Jamie '},&,1.0,&
{'Noah E'},{'Terren'},{'Cayle '},{'Thomas'},{'Peggy '},{'Candac'},&,1.0,&
{'Steph '},{'Timur '},{'Candac'},{'Jamie '},{'Cayle '},{'David '},&,1.0,&
{'Noah E'},{'Terren'},{'Joe Fu'},{'Lorett'},{'Doug C'},,&,1.0,&
{'Noah E'},{'Terren'},{'Joe Fu'},{'Lorett'},{'Doug C'},,&,1.0,&
{'Joe Al'},{'Thomas'},{'Doug C'},,,,&,1.0,&
{'Jamie '},{'Candac'},{'Doug C'},{'Timur '},{'Terren'},{'Noah E'},&,1.0,&
{'Steph '},,,,,,&,1.0,&
{'Steph '},{'Lorett'},{'Joe Al'},,,,&,1.0,&
{'Jamie '},{'Steph '},{'Candac'},{'Timur '},{'Lorett'},,&,1.0,&
{'Jamie '},{'Candac'},{'Timur '},{'Steph '},{'Noah E'},,&,1.0,&
{'Deian '},{'Noah E'},{'Doug C'},{'Terren'},{'Lorett'},{'Jamie '},&,1.0,&
{'Lorett'},{'Terren'},{'Doug C'},{'Noah E'},,,&,1.0,&
{'Lorett'},{'Terren'},{'Candac'},{'Noah E'},{'Steph '},{'Jamie '},&,1.0,&
{'Terren'},{'Noah E'},,,,,&,1.0,&
{'Noah E'},{'Terren'},{'Doug C'},{'Lorett'},{'Joe Al'},{'Deian '},&,1.0,&
{'Lorett'},{'Terren'},{'Noah E'},,,,&,1.0,&
{'Lorett'},{'Noah E'},{'Terren'},,,,&,1.0,&
{'Doug C'},{'Terren'},{'Thomas'},{'Joe Al'},{'Joe Fu'},{'Michae'},&,1.0,&
{'Noah E'},{'Terren'},{'Joe Fu'},{'Lorett'},{'Doug C'},,&,1.0,&
{'Michae'},{'Candac'},{'Peggy '},{'Terren'},{'Joe Fu'},,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},,,,&,1.0,&
{'David '},{'Cayle '},{'Candac'},{'Lorett'},{'Terren'},{'Jamie '},&,1.0,&
{'Steph '},{'Timur '},{'Candac'},{'Terren'},{'Noah E'},{'Lorett'},&,1.0,&
{'Candac'},,,,,,&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Lorett'},{'Terren'},,,,,&,1.0,&
{'Steph '},,,,,,&,1.0,&
{'Steph '},{'Jamie '},{'Candac'},{'Michae'},{'Terren'},{'Cayle '},&,1.0,&
{'David '},{'Jamie '},{'Candac'},{'Lorett'},{'Terren'},{'Michae'},&,1.0,&
{'Lorett'},{'Timur '},{'Doug C'},{'Steph '},,,&,1.0,&
{'Peggy '},,,,,,&,1.0,&
{'Lorett'},{'Candac'},{'Jamie '},{'Steph '},{'Terren'},{'Peggy '},&,1.0,&
{'Noah E'},{'Terren'},{'Joe Fu'},{'Lorett'},{'Doug C'},,&,1.0,&
{'Joe Al'},{'Peggy '},{'Lorett'},{'Terren'},{'Noah E'},{'David '},&,1.0,&
{'Lorett'},{'Terren'},{'Steph '},{'Candac'},{'Timur '},,&,1.0,&
{'Lorett'},{'Candac'},,,,,&,1.0,&
{'Doug C'},{'Terren'},,,,,&,1.0,&
{'Michae'},{'Terren'},{'Thomas'},{'Doug C'},,,&,1.0,&
{'Candac'},{'Jamie '},{'Lorett'},,,,&,1.0,&
{'Terren'},{'Candac'},{'Steph '},{'Lorett'},,,&,1.0,&
{'Jamie '},{'Candac'},{'Steph '},{'Timur '},{'Lorett'},,&,1.0,&
{'Candac'},{'Jamie '},{'Steph '},{'Timur '},,,&,1.0,&
{'Steph '},{'Lorett'},{'Candac'},{'Jamie '},{'Cayle '},{'Doug C'},&,1.0,&
{'Candac'},{'Timur '},,,,,&,1.0,&
{'Noah E'},{'Terren'},{'Joe Fu'},{'Lorett'},{'Doug C'},,&,1.0,&
